ID,Drug,SMILES
458,DB00283,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
459,DB08800,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
460,DB00684,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
461,DB00820,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
462,DB00387,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
463,DB00870,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
464,DB00589,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
465,DB06262,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
466,DB01599,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
467,DB00270,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
468,DB00787,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
469,DB01170,NC(N)=NCCN1CCCCCCC1
470,DB01395,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
471,DB11581,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
472,DB01553,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
473,DB00929,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
474,DB08802,CC(CN1c2ccccc2Sc2cccnc21)N(C)C
475,DB00213,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
476,DB01137,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
477,DB04272,O=C(O)CC(O)(CC(=O)O)C(=O)O
478,DB00636,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
479,DB00253,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
480,DB00180,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
481,DB00709,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
482,DB01278,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O
483,DB00557,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
484,DB01364,CN[C@@H](C)[C@H](O)c1ccccc1
485,DB00604,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC
486,DB01030,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
487,DB00762,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
488,DB02659,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
489,DB09300,CCCC[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
490,DB01956,NCCS(=O)(=O)O
491,DB00525,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
492,DB06710,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
493,DB01108,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
494,DB01169,O=[As]O[As]=O
495,DB00982,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
496,DB00648,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
497,DB00663,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
498,DB01558,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
499,DB06809,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
500,DB00205,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
501,DB00187,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
502,DB00800,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
503,DB00188,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
504,DB00484,Brc1c(NC2=NCCN2)ccc2nccnc12
505,DB00880,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
506,DB06216,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O
507,DB14543,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
508,DB00859,CC(C)(S)[C@@H](N)C(=O)O
509,DB01162,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
510,DB01156,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
511,DB09293,[131I-]
512,DB01185,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
513,DB01230,NC1=NC(=O)C(c2ccccc2)O1
514,DB06176,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
515,DB00850,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
516,DB08824,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
517,DB04339,N[C@@H](CSCC(=O)O)C(=O)O
518,DB00651,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
519,DB00426,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
520,DB00271,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
521,DB00275,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
522,DB01250,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
523,DB01189,FC(F)OC(F)C(F)(F)F
524,DB12877,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
525,DB00318,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
526,DB00615,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
527,DB06823,CC(S)C(=O)NCC(=O)O
528,DB00221,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
529,DB00196,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
530,DB01129,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
531,DB01291,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
532,DB09128,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
533,DB08860,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
534,DB07615,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
535,DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
536,DB00938,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
537,DB08835,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
538,DB00204,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
539,DB08907,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
540,DB00986,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
541,DB06595,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
542,DB00983,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
543,DB00550,CCCc1cc(=O)[nH]c(=S)[nH]1
544,DB00186,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
545,DB00869,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
546,DB06209,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
547,DB00904,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
548,DB00279,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
549,DB00529,O=C(O)P(=O)(O)O
550,DB00267,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1
551,DB00436,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
552,DB00553,COc1c2occc2cc2ccc(=O)oc12
553,DB01047,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
554,DB01223,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN
555,DB00905,CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1
556,DB00901,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
557,DB11817,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
558,DB01141,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1
559,DB08881,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
560,DB09220,O=C(NCCO[N+](=O)[O-])c1cccnc1
561,DB00871,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
562,DB00449,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
563,DB08803,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1
564,DB00591,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
565,DB00287,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1
566,DB01262,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
567,DB00583,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
568,DB00799,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
569,DB00307,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
570,DB00957,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
571,DB00337,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
572,DB00654,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
573,DB00162,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
574,DB00535,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
575,DB11195,OC[C@H](O)[C@@H](O)[C@H](O)CO
576,DB01359,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
577,DB08871,C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC
578,DB01406,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
579,DB01194,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
580,DB00374,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
581,DB00920,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
582,DB02546,O=C(CCCCCCC(=O)Nc1ccccc1)NO
583,DB00744,CC(c1cc2ccccc2s1)N(O)C(N)=O
584,DB00876,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
585,DB01399,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
586,DB00393,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
587,DB00350,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
588,DB00736,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
589,DB08815,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
590,DB00325,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+4].[N-]=O
591,DB01259,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
592,DB00364,O.O=S(=O)([O-])OC[C@H]1O[C@H](O[C@]2(COS(=O)(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]
593,DB01246,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
594,DB00763,Cn1cc[nH]c1=S
595,DB00246,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
596,DB09054,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
597,DB00080,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
598,DB00351,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
599,DB00716,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
600,DB00612,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
601,DB00408,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
602,DB06636,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1
603,DB06775,NC(=O)N[C@@H](CCC(=O)O)C(=O)O
604,DB01217,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
605,DB00226,NC(N)=NCC1COC2(CCCCC2)O1
606,DB12770,O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1
607,DB00193,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
608,DB06589,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
609,DB01233,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
610,DB00768,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
611,DB00114,Cc1ncc(COP(=O)(O)O)c(C=O)c1O
612,DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
613,DB00304,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
614,DB11191,CC1=C2N=C(C=C3N=C(C(C)=C4[N-][C@H]([C@H](CC([NH-])=O)[C@@]4(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5c[n+]([Co+2])c6cc(C)c(C)cc65)[C@@H]4O)[C@]4(C)N=C1[C@@H](CCC(N)=O)[C@]4(C)CC(N)=O)[C@@H](CCC(N)=O)C3(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
615,DB00577,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
616,DB08804,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
617,DB09321,[O-2].[Zn+2]
618,DB00808,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
619,DB01004,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
620,DB01084,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
621,DB01046,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
622,DB00397,C[C@H](N)[C@H](O)c1ccccc1
623,DB00507,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
624,DB00843,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
625,DB14002,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
626,DB00404,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
627,DB00367,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
628,DB11190,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
629,DB08872,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
630,DB00650,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
631,DB00355,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-]
632,DB01505,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1
633,DB08799,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
634,DB08901,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
635,DB11952,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
636,DB00984,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
637,DB01255,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
638,DB09006,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
639,DB05528,COCCO[C@@H]1[C@H](O)[C@@H](COP(=O)(S)O[C@@H]2[C@@H](COP(=O)(S)O[C@@H]3[C@@H](COP(=O)(S)O[C@@H]4[C@@H](COP(=O)(S)O[C@@H]5[C@@H](COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(N)nc7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(=O)[nH]c7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(=O)[nH]c7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(N)nc7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cnc8c(=O)[nH]c(N)nc87)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(=O)[nH]c7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(N)nc7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cc(C)c(=O)[nH]c7=O)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cnc8c(=O)[nH]c(N)nc87)O[C@@H]6COP(=O)(S)O[C@H]6C[C@H](n7cnc8c(N)ncnc87)O[C@@H]6COP(=O)(S)O[C@@H]6[C@@H](COP(=O)(S)O[C@@H]7[C@@H](COP(=O)(S)O[C@@H]8[C@@H](COP(=O)(S)O[C@@H]9[C@@H](COP(=O)(S)O[C@@H]%10[C@@H](CO)O[C@@H](n%11cnc%12c(=O)[nH]c(N)nc%12%11)[C@@H]%10OCCOC)O[C@@H](n%10cc(C)c(N)nc%10=O)[C@@H]9OCCOC)O[C@@H](n9cc(C)c(N)nc9=O)[C@@H]8OCCOC)O[C@@H](n8cc(C)c(=O)[nH]c8=O)[C@@H]7OCCOC)O[C@@H](n7cc(C)c(N)nc7=O)[C@@H]6OCCOC)O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@@H]5OCCOC)O[C@@H](n5cc(C)c(N)nc5=O)[C@@H]4OCCOC)O[C@@H](n4cnc5c(N)ncnc54)[C@@H]3OCCOC)O[C@@H](n3cc(C)c(N)nc3=O)[C@@H]2OCCOC)O[C@H]1n1cc(C)c(N)nc1=O
640,DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC
641,DB00185,CC1O[C@@]2(CS1)CN1CCC2CC1
642,DB09230,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1
643,DB06414,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
644,DB06412,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
